,name,link_to_all_reviews,Date First Available,Is Discontinued By Manufacturer,ASIN,Neck Material Type,Color Screen,Language:,Screen Size,Display Technology,Voice Command,Speaker Count,Fill Material,Product Dimensions,Wireless Communication Technology,Computer Memory Size,Connectivity Technology,Mfr Part Number,Release date,Manufacturer recommended age,Compatible Phone Models,Specific Uses for Product,Hardware Interface,Fretboard Material,Connector Type,Number of Strings,Batteries,Guitar Pickup Configuration,Color Name,Material Composition,Color,Wattage,Proficiency Level,Size,Scale Length,Musical Style,Is Dishwasher Safe,Domestic Shipping,Rated,Hardware Platform,Guitar Pick Thickness,Brand name,Voltage,Fabric Type,Pricing,Batteries Required,Package Weight,Our Recommended age,Output Wattage,Item Weight,Phone Standy Time (with data),Special Features,National Stock Number,Back Material,Item model number,Operating System,Compatible Devices,Mfg Recommended age,Headphones Jack,Manufacturer,Department,Item Package Dimensions L x W x H,Package Dimensions,Speaker Amplification Type,Phone Talk Time,Number of Keyboard Keys,Body Material,Guitar Bridge System,Form Factor,Material Type,Frequency,Supported Software,Top Material,Other display features,Included Components,Best Sellers Rank,Warranty,International Shipping,Power Source
2346,"Sony WH-CH700N Wireless Noise Canceling Headphones, Blue (WHCH700N/L) w/Case & Bluetooth Adapter",https://www.amazon.com/Sony-WH-CH700N-Wireless-Canceling-Headphones/product-reviews/B07DD97359/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 30, 2018",No,B07DD97359,,,,,,,,,12.2 x 10.4 x 4.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3 pounds,,,,,,,,,,Sony,,,,,,,,,,,,,,,,"#3,608 in Over-Ear Headphones",,,
2347,V7 HA520 Deluxe Stereo Headphones with Volume Control - Black & Grey,https://www.amazon.com/V7-HA520-Deluxe-Headphones-Control/product-reviews/B07NPMZBCV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 14, 2019",,B07NPMZBCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#758 in Computer Headsets,,,
2348,Jensen CD-475S Portable Sport Stereo Boombox CD Player with AM/FM Radio and Aux Line-in & Headphone Jack (Silver),https://www.amazon.com/Jensen-CD-475S-Portable-Headphone-Silver/product-reviews/B081BC98RY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 11, 2019",,B081BC98RY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 pounds,,,,,CD-475S - Silver Limited Edition Model,,,,,Jensen,,,11.26 x 9.29 x 5.75 inches,,,,,,,,,,,,,"#9,441 in Electronics ( See Top 100 in Electronics ) #73 in Boomboxes",,,
2349,"Audio-Technica ATH-ANC100BT QuietPoint Wireless In-Ear Active Noise-Cancelling Headphones, Black",https://www.amazon.com/Audio-Technica-ATH-ANC100BT-QuietPoint-Noise-Cancelling-Headphones/product-reviews/B07N3RNHX9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 6, 2019",No,B07N3RNHX9,,,,,,,,,7 x 4 x 2 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.1 ounces,,,,,ATH-ANC100BTBK,,,,,audio-technica,,,,,,,,,,,,,,,,"#6,539 in Earbud & In-Ear Headphones",,,
2350,"Skullcandy Ink'd Bluetooth Wireless Earbuds with Microphone, Noise Isolating Supreme Sound, 8-Hour Rechargeable Battery, Lightweight with Flexible Collar, Black",https://www.amazon.com/Skullcandy-Bluetooth-Microphone-Rechargeable-Lightweight/product-reviews/B01DWHPJ94/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 5, 2016",No,B01DWHPJ94,,,,,,,,,4.3 x 1.2 x 7.4 inches,,,,,,,,,,,,,1 Lithium Metal batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,2.7 ounces,,,,,SCS2IKW-J509,,,,,Skullcandy,Unisex,,,,,,,,,,,,,,,#604 in Earbud & In-Ear Headphones,,,
2351,"Sony SP600N Wireless Noise Canceling Sports in-Ear Headphones, Blue (WI-SP600N/L)",https://www.amazon.com/Sony-Wireless-Canceling-Headphones-WI-SP600N/product-reviews/B07KX6D4DN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 27, 2018",No,B07KX6D4DN,,,,,,,,,4.53 x 2.36 x 6.93 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1.8 ounces,,,,,WISP600N/L,,,,,Sony,,,,,,,,,,,,,,,,"#7,827 in Earbud & In-Ear Headphones",,,
2352,Headphone Replacement Audio Cable with Remote Volume & Mic Compatible with Bose On-Ear 2/OE2/OE2i/QC25/QC35/Soundlink/SoundTrue Headsets (Dark-Blue),https://www.amazon.com/Headphone-Replacement-Compatible-Soundlink-SoundTrue/product-reviews/B07T3VP4S1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 16, 2019",,B07T3VP4S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,,,,,,Auoneday,,,3.8 x 2 x 2 inches,,,,,,,,,,,,,#540 in Headphone Extension Cords,,,
2353,Skullcandy Indy Evo True Wireless In-Ear Earbud - Pure Mint,https://www.amazon.com/Skullcandy-Indy-True-Wireless-Earbud/product-reviews/B0857K4HX4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 20, 2020",,B0857K4HX4,,,,,,,,,7.28 x 4.61 x 1.38 inches,,,,,,,,,,,,,3 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,4.8 ounces,,,,,S2IVW-N742,,,,,Skullcandy,,,,,,,,,,,,,,,,#442 in Earbud & In-Ear Headphones,,,
2354,"JVC Marshmallow Wireless, Earbud Headphones, Water Resistance(IPX4), 8 Hours Long Battery Life, Secure and Comfort Fit with Flexible Soft Neck Band and Memory Form Earpieces - HAFX35BTH (Misty Gray)",https://www.amazon.com/JVC-Marshmallow-Headphones-Resistance-Earpieces/product-reviews/B07PRF8BSR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 18, 2019",,B07PRF8BSR,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,3.2 ounces,,,,,HAFX35BTH,,,,,JVC,,,6.6 x 4.4 x 1.3 inches,,,,,,,,,,,,,"#6,217 in Earbud & In-Ear Headphones",,,
2355,"RockPapa I2052 Over Ear Foldable Headphones with Microphone, Noise Isolating, Adjustable Headsets for iPhone iPad iPod MP3/4 Laptop Black/Pink",https://www.amazon.com/RockPapa-Headphones-Microphone-Isolating-Adjustable/product-reviews/B01NCTF1EM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 9, 2017",No,B01NCTF1EM,,,,,,,,,8.27 x 7.48 x 3.54 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 ounces,,,,,ROCK0920,,,,,RockPapa Inc,,,,,,,,,,,,,,,,"#2,973 in Over-Ear Headphones",,,
2356,"ISOtunes Xtra Bluetooth Earplug Headphones, 27 dB Noise Reduction Rating, 8 Hour Battery, Noise Cancelling Mic, OSHA Compliant Bluetooth Hearing Protector (Black & Yellow)",https://www.amazon.com/ISOtunes-Bluetooth-Headphones-Reduction-Cancelling/product-reviews/B07FN72KG8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 18, 2018",No,B07FN72KG8,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.776 ounces,,,,,IT-02,,,,,"Haven Technologies, Inc.",,,7.5 x 5 x 2 inches,,,,,,,,,,,,,"#1,091 in Earbud & In-Ear Headphones",,,
2357,Swimbuds Sport Waterproof Headphones (Wired 3.5 mm Jack),https://www.amazon.com/Swimbuds-SPORT-Waterproof-Headphones-Wired/product-reviews/B00OY8G3NC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 27, 2014",No,B00OY8G3NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39 ounces,,,,,SBS-02,,,,,Underwater Audio,,,6.6 x 5 x 1.6 inches,,,,,,,,,,,,,"#2,559 in Earbud & In-Ear Headphones",,,
2358,True Wireless Earbuds Bluetooth 5.0 Headphones with Mic HiFi Bass IPX7 Waterproof TWS Stereo Headsets Noise Cancelling Earphones with Battery Charging Case (Black),https://www.amazon.com/Bluetooth-Headphones-Waterproof-Cancelling-Earphones/product-reviews/B07W4GD5L5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"August 6, 2019",,B07W4GD5L5,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,5.9 ounces,,,,,,,,,,SinFoxeon,,,4.8 x 3.9 x 2.1 inches,,,,,,,,,,,,,"#1,623 in Earbud & In-Ear Headphones",,,
2359,"Bose SoundSport charging case, Black",https://www.amazon.com/Bose-SoundSport-charging-case-Black/product-reviews/B01H1ZN5S0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 16, 2016",No,B01H1ZN5S0,,,,,,,,,1.57 x 3.11 x 4.88 inches,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,2.88 ounces,,,,,772130-0010,,,,,Bose Corporation,,,,,,,,,,,,,,,,#197 in Headphone Accessories,,,
2360,"3.5mm Aux Headphone Extension Cable 15 Feet (4.5 Meters) 3.5mm Male to Female Stereo Audio Extension Cable 15ft (4.5M) for Car, Stereo, iPhone, Smartphone or Any Audio Device CNE74528",https://www.amazon.com/Premium-Female-Extension-15-Feet-CNE74528/product-reviews/B00ILALMVW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 27, 2014",No,B00ILALMVW,,,,,,,,,5 x 4 x 1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353 ounces,,,,,CNE74528,,,,,"MarginMart, Inc.",,,,,,,,,,,,,,,,"#1,658 in Stereo 1/4-inch & 1/8-inch Jack Cables",,,
2361,YAMAHA Parent Title,https://www.amazon.com/Yamaha-CM500-Headset-Built-Microphone/product-reviews/B000BZ6ZX0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,Jokitech Aluminum Black Walnut Wood Headphone Stand Rack - Nature Walnut Headset Hanger Accessory Compatible with Logitech Razer Shure Gaming DJ Earphones for Desktop Organization Display,https://www.amazon.com/Aluminum-Black-Wood-Headphone-Stand/product-reviews/B07F664PJL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 1, 2018",No,B07F664PJL,,,,,,,,,4.72 x 2.56 x 11.42 inches,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,10.2 ounces,,,,,JK-T2B,,,,,,,,,,,,,,,Aluminum,,,,,,"#2,335 in Headphone Cases",,,
2363,Sony MDRX05/BR Simon Cowell X Headphone (Black/Red),https://www.amazon.com/Sony-MDRX05-BR-Cowell-Headphone/product-reviews/B00BQ4PEW8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 15, 2013",No,B00BQ4PEW8,,,,,,,,,7 x 4 x 6 inches,,,,,,,,,,,,,2 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,1 pounds,,,,,MDRX05/BR,,,,,Sony,,,,,,,,,,,,,,,,"#875 in On-Ear Headphones #4,104 in Earbud & In-Ear Headphones",,,
2364,Meze 99 Classics over-ear headphones ( Walnut Silver ),https://www.amazon.com/Meze-Classics-Walnut-Silver-Headphones/product-reviews/B01EJMYOHO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"April 20, 2016",No,B01EJMYOHO,,,,,,,,,9 x 8 x 3.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2 ounces,,,,,Meze99Classics WalnutSilver,,,,,Meze Headphones,Unisex-adult,,,,,,,,,,,,,,,#884 in Over-Ear Headphones,,,
2365,Focal Stellia Closed-Back Circum-Aural Over-Ear Headphones (Cognac),https://www.amazon.com/Focal-Closed-Back-Circum-Aural-Over-Ear-Headphones/product-reviews/B07NF1FRNH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"February 8, 2019",No,B07NF1FRNH,,,,,,,,,13.7 x 10.5 x 12.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98 pounds,,,,,FSTELLIA,,,,,Focal,,,,,,,,,,,,,,,,"#2,543 in Over-Ear Headphones",,,
2366,"[Apple MFi Certified] iPhone AUX Cord for Car Stereo, Lightning to 3.5mm AUX Audio Cable Compatible for iPhone 11/XS/XR/X 8 7 6 5, iPad, iPod to Speaker, Home Stereo, Headphone, Support iOS 13 (Black)",https://www.amazon.com/Certified-Lightning-Compatible-Speaker-Headphone/product-reviews/B088DWMZ8W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"May 25, 2020",,B088DWMZ8W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,,,,,,,,,Veetone,,,3.94 x 1.97 x 0.39 inches,,,,,,,,,,,,,"#1,384 in Audio & Video Accessories",,,
2367,"ALWUP A9 Xbox One Headset, PS4 Gaming Headset with Mic, PC Game Headphones with Microphone for Gamer Playstation 4 Xbox 1 S & X Nintendo Switch Computer Laptop of Stereo Surround Sound, Deep Ear Pads",https://www.amazon.com/ALWUP-A9-Headphones-Microphone-Playstation/product-reviews/B07MYPW8MH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 20, 2019",No,B07MYPW8MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5 ounces,,,,,ALWUP - A9,,,,,ALWUP,,,8.7 x 7.5 x 4.4 inches,,,,,,,,,,,,,"#5,134 in Video Games ( See Top 100 in Video Games ) #172 in PlayStation 4 Headsets",,,
2368,"[New Version] EasySMX Xbox One Headset with Automatic Cycling RGB LED Lights, PS4 Headset with Noise Cancelling Mic, Gaming Headphones for PC, Laptop, Mac, PS3, Switch, PS4 Headphones",https://www.amazon.com/EasySMX-Version-Automatic-Cancelling-Headphones/product-reviews/B07SX6J31N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 11, 2019",,B07SX6J31N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#22,111 in Video Games ( See Top 100 in Video Games ) #363 in PlayStation 4 Headsets #379 in PlayStation Games, Consoles & Accessories #1,277 in Xbox 360 Games, Consoles & Accessories",,,
2369,"Audio Converter for Nintendo Switch, 2 in 1 Audio Chat Adapter for Nintendo Switch - Support Voice Chat with Your Headphone",https://www.amazon.com/Audio-Converter-Nintendo-Switch-Adapter/product-reviews/B07SN3B5J4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 3, 2019",,B07SN3B5J4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08 ounces,,,,,,,,,,ECHZOVE,,,6.18 x 5.24 x 1.18 inches,,,,,,,,,,,,,"#76,417 in Electronics ( See Top 100 in Electronics ) #157 in Nintendo Switch Cables & Adapters #10,825 in Video Game Consoles & Accessories",,,
2370,"TriLink USB Type C Earbud Headphones (Hi-Res Audio & DAC Chipset) in-Ear Earphone with Mic for Google Pixel 2/2XL, Sony Xperia XZ2, Motorola Moto Z, HTC U12/U11, OnePlus 6/5/5T, LG V30/V20, Essential",https://www.amazon.com/TriLink-Headphones-Earphone-Motorola-Essential/product-reviews/B07DMDS8F4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 8, 2018",No,B07DMDS8F4,,,,,,,,,5.31 x 3.98 x 0.91 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08 ounces,,,,,TE5-003,,,,,TriLink,,,,,,,,,,,,,,,,"#5,125 in Earbud & In-Ear Headphones",,,
2371,"DIWUER Stereo Gaming Headset for Nintendo Switch, PS4, Xbox One with Noise Cancelling Mic, Soft Earmuffs Surround Sound Over Ear Headphones with LED Light for PC, Mac, Laptop",https://www.amazon.com/DIWUER-Auriculares-cancelaci%C3%B3n-auriculares-envolvente/product-reviews/B07XD2R2TH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 4, 2019",,B07XD2R2TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13 pounds,,,,,DRGH010904,,,,,DIWUER,,,8.39 x 8.19 x 3.94 inches,,,,,,,,,,,,,"#11,033 in Video Games ( See Top 100 in Video Games ) #246 in Nintendo 3DS & 2DS Accessories #256 in PlayStation 4 Headsets #1,779 in Nintendo Switch Accessories",,,
2372,"Ematic Personal DVD Player with 7-Inch Swivel Screen, Headphones, Carrying Case, Blue",https://www.amazon.com/Ematic-Personal-Player-Headphones-Carrying/product-reviews/B00HZZGS22/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,"Wireless Bluetooth Earphones, Waterproof and Sweat-Proof Magnetic Neckband, High Fidelity Stereo Ultra Comfort Headphone with Mic, Noise Cancelling for 8 Hrs Play Time(Black)",https://www.amazon.com/Bluetooth-Headphones-Waterproof-Sweatproof-Cancelling/product-reviews/B07MYKQ8Y8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 20, 2019",No,B07MYKQ8Y8,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,5 ounces,,,,,MQ14,,,,,MONE,,,8.23 x 7.2 x 1.06 inches,,,,,,,,,,,,,"#13,610 in Earbud & In-Ear Headphones",,,
2374,"Wireless Earbuds, Willful T02 Bluetooth Earbuds Wireless Earphones in-Ear Headphones with Built-in Microphone Charging Case Stereo Sound Clear Call Comfort Secure Fit Waterproof for Sports Workout Gym",https://www.amazon.com/Willful-Headphones-Microphone-Waterproof-Compatible/product-reviews/B07Y7M3PH5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 31, 2019",,B07Y7M3PH5,,,,,,,,,3.15 x 1.38 x 1.38 inches,Bluetooth,,Bluetooth,,,,,,,,,,1 Lithium Metal batteries required. (included),,,,White,,,,,,,,,,,,,,,,,,,4.8 ounces,,"Bluetooth V5.0; Built-in Mic; Long Battery Life, Mucis/ Volume Control;Answer/End Calls",,,T02-WT-U1,,,,,YMY Direct,,,,,,,,,,,,,,Wireless_display_on_website,,"#2,424 in Earbud & In-Ear Headphones",,,
2375,"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound, PS4 Headset with Noise Canceling Mic & LED Light, Compatible with PC, PS4, Xbox One Controller(Adapter Not Included), NES",https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/product-reviews/B07GRM747Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"September 30, 2018",,B07GRM747Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#17 in Video Games ( See Top 100 in Video Games ) #1 in Mac Game Headsets #1 in NES Accessories #2 in PlayStation 4 Headsets,,,
2376,ATC Comfortable Hi-fi Stereo Over-Ear Wireless FM 3.5mm Audio Multifunction TV Headphones Headset with 2.4GHz Transmistter and RCA Adapter,https://www.amazon.com/Comfortable-Over-Ear-Multifunction-Headphones-Transmistter/product-reviews/B06XSX9GKT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 1, 2017",No,B06XSX9GKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2 ounces,,,,,4330348265,,,,,ATC®,,,8.6 x 8.3 x 2 inches,,,,,,,,,,,,,"#7,619 in Audio Headphones",,,
2377,"Audio-Technica ATH-SR50BT Bluetooth Wireless Over-Ear Headphones, Black",https://www.amazon.com/Audio-Technica-ATH-SR50BT-Auriculares-inal%C3%A1mbricos-Adjustable/product-reviews/B07MC1G7TY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"January 7, 2019",,B07MC1G7TY,,,,,,,,,10 x 9 x 3 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,9.2 ounces,,,,,ATH-SR50BTBK,,,,,audio-technica,,,,,,,,,,,,,,,,"#1,852 in Over-Ear Headphones",,,
2378,Kingdom Hearts Over The Ear Headphones with Built in Microphone Quality Sound from The Makers of iHome,https://www.amazon.com/Kingdom-Hearts-Headphones-Microphone-Quality/product-reviews/B07G5L84PK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 1, 2017",No,B07G5L84PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2 ounces,,,,,,,,,,KIDdesigns,,,8.2 x 8.1 x 4.2 inches,,,,,,,,,,,,,"#1,071 in Over-Ear Headphones",,,
2379,"in Ear Monitor Headphones for Drummers Guitarists Musicians Singers, BASN Bsinger LUX Noise Isolating Earbuds with Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit (Brown)",https://www.amazon.com/Headphones-Guitarists-Musicians-BASN-Comfort-Fit/product-reviews/B085HMZ9KN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 20, 2020",,B085HMZ9KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8 ounces,,,,,,,,,,BASN,,,6.46 x 4.88 x 1.97 inches,,,,,,,,,,,,,"#5,101 in Earbud & In-Ear Headphones",,,
2380,"Bluetooth Wireless Earbuds, KUNGIX Bluetooth Headphones, 3000mAh Sweatproof 90H Playtime Noise Cancelling Mini Earbuds, Deep Bass 3D Stereo Sound Earphones with Built-in Mic Earbuds for Android Iphone",https://www.amazon.com/Bluetooth-KUNGIX-Headphones-Sweatproof-Cancelling/product-reviews/B07TC3S69F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 24, 2019",,B07TC3S69F,,,,,,,,,5.4 x 4.1 x 2 inches,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,5.8 ounces,,,,,X01,,,,,KUNGIX,Electronics,,,,,,,,,,,,,,,"#1,771 in Earbud & In-Ear Headphones",,,
2381,Headphone Adapter for iPhone SE/11/11 pro/11pro Max X/XS/XS MAX/XR/8/ 8Plus/ 7/7 Plus Headset Adaptor Splitter Earphone Connector 2 in 1 Accessories Cables Charge Music Wire Control iOS System.,https://www.amazon.com/Waterproof-Outdoor-Portable-Decorations-Gardens/product-reviews/B01CQQDNBS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"October 29, 2016",No,B01CQQDNBS,,,,,,,,,5.9 x 2.9 x 2.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4 ounces,,,,,t98,,,,,KETURITON,,,,,,,,,,,,,,,,#786 in Headphone Adapters,,,
2382,"ZHIWHIS Mini LCD AM FM Battery Operated Portable Pocket Radio with Built-in Speaker and 3.5mm Headphone Jack, Powered by 2AAA Battery Digital Alarm for Walking,Travel",https://www.amazon.com/ZHIWHIS-Battery-Operated-Portable-Headphone/product-reviews/B07MDR3FR9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"June 28, 2019",No,B07MDR3FR9,,,,,,,,,3.9 x 0.6 x 2.4 inches,,,,,,,,,,,,,2 AAA batteries required.,,,,,,,,,,,,,,,,,,,,,,,3.53 ounces,,,,,ZWS-104,,,,,HANRONGDA,,,,,,,,,,,,,,,,"#66,179 in Electronics ( See Top 100 in Electronics ) #197 in Portable Headset Radios",,,
2383,"BossBud Bluetooth 5.0 True Wireless Earbuds with Compact Charging Case, Headphones with Premium Stereo Sound Quality Noise Cancelling and Built-in Microphone, in-Ear IPX7 Waterproof Sport Ear Buds",https://www.amazon.com/BossBud-Headphones-Cancelling-Microphone-Waterproof/product-reviews/B0818THRJD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"November 10, 2019",,B0818THRJD,,,,,,,,,,,,,,,,,,,,,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,0.159 ounces,,,,,,,,,,BossBud,,,5.2 x 3.78 x 1.65 inches,,,,,,,,,,,,,"#1,228 in Earbud & In-Ear Headphones",,,
2384,Josi Minea x 3 Pcs 2.5mm Male to 3.5mm Female Audio Adapter Converter Headphone Earphone Headset 3 Ring Jack - Stereo or Mono [ 3 Pack ],https://www.amazon.com/Josi-Minea-Converter-Headphone-Earphone/product-reviews/B011S90G46/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"July 16, 2015",No,B011S90G46,,,,,,,,,3.6 x 2.5 x 0.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64 ounces,,,,,kjm-1100,,,,,Josi Minea,,,,,,,,,,,,,,,,"#1,292 in Headphone Adapters",,,
2385,"USB Type C Earbuds Stereo Earphones in Ear Earbud Headphones with Microphone Bass Headset with Mic and Volume Control Compatible with Google Pixel 2/XL, Xiaomi, Huawei and More",https://www.amazon.com/Earbuds-Earphones-Headphones-Microphone-Compatible/product-reviews/B086KQLJ1Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"March 30, 2020",,B086KQLJ1Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8 ounces,,,,,,,,,,QHRM,,,4.6 x 0.8 x 0.05 inches,,,,,,,,,,,,,"#3,277 in Earbud & In-Ear Headphones",,,
2386,Upgraded Unisex Knit Bluetooth Beanie Winter Music Hat Headphones V4.2 w/Built-in Stereo Speaker Unique Christmas Tech Gag Gifts for Boyfriend/Him/Men/Teen Boys/Stocking Stuffers Best Friend Birthday,https://www.amazon.com/Upgraded-Bluetooth-Headphones-Christmas-Boyfriend/product-reviews/B07FVK8KWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
